solute_MolWt,solvent_MolWt,solvent_FractionCSP3,solvent_HeavyAtomCount,solvent_FractionCSP3,solvent_HeavyAtomCount,solvent_NHOHCount,solvent_NOCount,solvent_NumAliphaticCarbocycles,solvent_NumAliphaticHeterocycles,solvent_NumAliphaticRings,solvent_NumAromaticCarbocycles,solvent_NumAromaticHeterocycles,solvent_NumAromaticRings,solvent_NumHAcceptors,solvent_NumHDonors,solvent_NumHeteroatoms,solvent_NumRotatableBonds,solvent_NumSaturatedCarbocycles,solvent_NumSaturatedHeterocycles,solvent_NumSaturatedRings,solvent_RingCount,solvent_MolLogP,solvent_MolMR,solute,solute_SMILES,solvent,solvent_SMILES,concentration_M,Log_concentration,liquid at room temp_Y/N,csid,identifier,notes
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.305,0.1156105116742997,n,392447,ONSC177-B2,25C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.346,0.129045059887958,n,392447,ONSC178-3A,22C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.382,0.1405080430381795,n,392447,ONSC178-4A,22C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.348,0.129689892199301,n,392447,ONSC197-2mL,25C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.337,0.1261314072619843,n,392447,ONSC197-5mL,25C
148.052429496,100.013599376,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5409999999999999,13.1408,cinnamic acid,O=C(O)C=Cc1ccccc1,trifluoroethanol,FC(F)(F)CO,0.16,-0.7958800173440752,n,392447,ONS218-1,24C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.31,0.1172712956557642,n,392447,ONSC219-2-,21.5C
148.052429496,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,cinnamic acid,O=C(O)C=Cc1ccccc1,ethanol,CCO,1.04,0.0170333392987803,n,392447,ONSC221-1-,20.5C
148.052429496,60.057514876,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3887,17.376800000000003,cinnamic acid,O=C(O)C=Cc1ccccc1,1-propanol,CCCO,0.7992,-0.097344524782074,n,392447,ONSC222-1-,20.5C
148.052429496,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.7787999999999999,21.9938,cinnamic acid,O=C(O)C=Cc1ccccc1,1-butanol,CCCCO,0.629,-0.201349354554731,n,392447,ONSC223-1-,20.5C
148.052429496,130.135765196,1.0,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.3392000000000013,40.4618,cinnamic acid,O=C(O)C=Cc1ccccc1,1-octanol,CCCCCCCCO,0.4502,-0.3465945093354988,n,392447,ONSC224-1-,20C
148.052429496,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.1689,26.61079999999999,cinnamic acid,O=C(O)C=Cc1ccccc1,1-pentanol,CCCCCO,0.6194,-0.208028798979232,n,392447,ONSC225-1-,20C
148.052429496,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,cinnamic acid,O=C(O)C=Cc1ccccc1,ethanol,OCC,1.03,0.0128372247051722,n,392447,ONSC227-1-,21.5C
148.052429496,41.026549096,0.5,3.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52988,11.287,cinnamic acid,O=C(O)C=Cc1ccccc1,acetonitrile,C(C)#N,0.236,-0.6270879970298935,n,392447,ONS228-1,22.5C
148.052429496,78.046950192,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6866,26.442,cinnamic acid,O=C(O)C=Cc1ccccc1,benzene,C1=CC=CC=C1,0.253,-0.5968794788241821,n,392447,ONS228-2,22.5C
148.052429496,92.062600256,0.1428571428571428,7.0,0.1428571428571428,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.99502,31.178999999999988,cinnamic acid,O=C(O)C=Cc1ccccc1,toluene,C1(=CC=CC=C1)C,0.257,-0.5900668766687055,n,392447,ONS228-3,22.5C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.2737,0.1050671488101232,n,392447,ONSC229-2-,24C
148.052429496,102.06807956,0.8,7.0,0.8,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.9595,26.923999999999985,cinnamic acid,O=C(O)C=Cc1ccccc1,propyl acetate,O=C(OCCC)C,0.61878,-0.208463731866671,n,392447,ONSC232-1-,25.5C
148.052429496,88.052429496,0.75,6.0,0.75,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.5694,22.30699999999999,cinnamic acid,O=C(O)C=Cc1ccccc1,ethyl acetate,O=C(OCC)C,0.787,-0.1040252676409354,n,392447,ONSC233-1-,25.5C
148.052429496,58.041864812,0.6666666666666666,4.0,0.6666666666666666,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5952999999999999,16.355,cinnamic acid,O=C(O)C=Cc1ccccc1,acetone,CC(=O)C,1.273,0.1048284036536553,n,392447,ONSC234-1-,25.5C
148.052429496,78.046950192,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6866,26.442,cinnamic acid,O=C(O)C=Cc1ccccc1,benzene,C1=CC=CC=C1,0.331,-0.4801720062242812,n,392447,ONSC236-1-3B,25C
148.052429496,117.91438307199999,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.9864,21.347,cinnamic acid,O=C(O)C=Cc1ccccc1,chloroform,ClC(Cl)Cl,1.016,0.0068937079479004,n,392447,ONSC236-1-7B,25C
148.052429496,92.062600256,0.1428571428571428,7.0,0.1428571428571428,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.99502,31.178999999999988,cinnamic acid,O=C(O)C=Cc1ccccc1,toluene,C1(=CC=CC=C1)C,0.245,-0.6108339156354675,n,392447,ONSC236-1-5B,25C
148.052429496,117.91438307199999,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.9864,21.347,cinnamic acid,O=C(O)C=Cc1ccccc1,chloroform,ClC(Cl)Cl,1.2904,0.1107243543809051,n,392447,ONSC238-1-,25C
148.052429496,88.088815004,1.0,6.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.1673,26.588799999999985,cinnamic acid,O=C(O)C=Cc1ccccc1,2-pentanol,OC(C)CCC,0.6788,-0.1682581663543618,n,392447,ONSC239-1-,23.8C
148.052429496,60.057514876,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3871,17.3548,cinnamic acid,O=C(O)C=Cc1ccccc1,2-propanol,CC(O)C,0.949,-0.0227337875727073,n,392447,ONSC240-1-,24.3C
148.052429496,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7772,21.971799999999995,cinnamic acid,O=C(O)C=Cc1ccccc1,2-butanol,OC(C)CC,0.89197440711,-0.0496476063978201,n,392447,ONSC241-1-,23.8C
148.052429496,84.093900384,1.0,6.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.3406,27.701999999999984,cinnamic acid,O=C(O)C=Cc1ccccc1,cyclohexane,C1CCCCC1,0.029273178817416,-1.5335301143307298,n,392447,ONSC242-1-,26C
148.052429496,72.057514876,1.0,5.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.7968,20.053,cinnamic acid,O=C(O)C=Cc1ccccc1,THF,C1CCOC1,2.329,0.3671694885346807,n,392447,ONSC243-1-,24C
148.052429496,86.109550448,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.5866000000000007,29.81599999999998,cinnamic acid,O=C(O)C=Cc1ccccc1,hexane,CCCCCC,0.0394547,-1.4039012544955456,n,392447,ONSC244-1-,23C
148.052429496,41.026549096,0.5,3.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52988,11.287,cinnamic acid,O=C(O)C=Cc1ccccc1,acetonitrile,C(C)#N,0.291,-0.5361070110140927,n,392447,ONS245-1,24C
148.052429496,41.026549096,0.5,3.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.52988,11.287,cinnamic acid,O=C(O)C=Cc1ccccc1,acetonitrile,C(C)#N,0.275,-0.5606673061697374,n,392447,ONS245-1,24C
148.052429496,97.969005488,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.464,21.44,cinnamic acid,O=C(O)C=Cc1ccccc1,"1,2-dichloroethane",ClCCCl,0.362,-0.4412914294668343,n,392447,ONSCEXP255-2,25C
148.052429496,98.07316494,0.8333333333333334,7.0,0.8333333333333334,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.5196,28.091999999999985,cinnamic acid,O=C(O)C=Cc1ccccc1,cyclohexanone,C1(CCCCC1)=O,1.437,0.1574567681342256,n,392447,ONSCEXP255-1,25C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.226,0.0884904701823962,n,392447,ONSC265-2-,25C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.227,0.0888445627270042,n,392447,ONSC265-4-,25C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.376,0.1386184338994924,n,392447,ONSC265-6-,25C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.367,0.1357685145678222,n,392447,ONSC275-2-,23C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,OC,1.322,0.1212314551496214,n,392447,ONSC275-4-,23C
148.052429496,83.953355424,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4215,16.573,cinnamic acid,O=C(O)C=Cc1ccccc1,dichloromethane,ClCCl,0.69,-0.1611509092627447,n,392447,ONSC277-c,25C
148.052429496,106.06299418,1.0,7.0,1.0,7.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,-1.0124,24.9906,cinnamic acid,O=C(O)C=Cc1ccccc1,diethylene glycol,C(COCCO)O,0.862,-0.0644927341752872,n,392447,ONSC277-b,25C
148.052429496,62.036779432,1.0,4.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.029,14.171600000000002,cinnamic acid,O=C(O)C=Cc1ccccc1,ethylene glycol,C(CO)O,0.382,-0.4179366370882912,n,392447,ONSC277-a,25C
148.052429496,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.7787999999999999,21.9938,cinnamic acid,O=C(O)C=Cc1ccccc1,1-butanol,CCCCO,0.58087530600393,-0.2359170857275649,n,392447,REF902-Seidell-1919,19.5C
148.052429496,60.057514876,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3887,17.376800000000003,cinnamic acid,O=C(O)C=Cc1ccccc1,1-propanol,CCCO,0.9050847791224,-0.0433107386063262,n,392447,REF902-Seidell-1919,19.5C
148.052429496,151.87541072,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5529,26.143,cinnamic acid,O=C(O)C=Cc1ccccc1,carbon tetrachloride,ClC(Cl)(Cl)Cl,0.11820137040778,-0.9273774882848252,n,392447,REF902-Seidell-1919,25C
148.052429496,151.87541072,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5529,26.143,cinnamic acid,O=C(O)C=Cc1ccccc1,carbon tetrachloride,ClC(Cl)(Cl)Cl,0.14670478658611,-0.8335557160543199,n,392447,REF902-Seidell-1919,26C
148.052429496,117.91438307199999,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.9864,21.347,cinnamic acid,O=C(O)C=Cc1ccccc1,chloroform,C(Cl)(Cl)Cl,0.81660261041715,-0.0879892361103622,n,392447,REF902-Seidell-1919,25C
148.052429496,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,cinnamic acid,O=C(O)C=Cc1ccccc1,ethanol,CCO,1.22253988821757,0.0872630378980505,n,392447,REF902-Seidell-1919,19.5C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3915,8.1428,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,CO,1.51973190524284,0.1817669811402297,n,392447,REF902-Seidell-1919,19.5C
148.052429496,199.852088432,1.0,7.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.1603000000000003,35.784000000000006,cinnamic acid,O=C(O)C=Cc1ccccc1,pentachloroethane,ClC(Cl)C(Cl)(Cl)Cl,0.3741917668909,-0.4269057722427072,n,392447,REF902-Seidell-1919,25C
148.052429496,165.891060784,1.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5954000000000006,31.01,cinnamic acid,O=C(O)C=Cc1ccccc1,tetrachloroethane,ClCC(Cl)(Cl)Cl,0.74635722457482,-0.1270532589500014,n,392447,REF902-Seidell-1919,25C
148.052429496,163.87541072,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0682,30.438,cinnamic acid,O=C(O)C=Cc1ccccc1,tetrachloroethylene,Cl/C(Cl)=C(/Cl)Cl,0.17223628259419,-0.7638753565371739,n,392447,REF902-Seidell-1919,25C
148.052429496,129.914383072,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.5017000000000005,25.642,cinnamic acid,O=C(O)C=Cc1ccccc1,trichloroethylene,Cl\C=C(/Cl)Cl,0.40796358700741,-0.3893785983500022,n,392447,REF902-Seidell-1919,25C
148.052429496,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,cinnamic acid,O=C(O)C=Cc1ccccc1,ethanol,CCO,1.0843050797524,0.0351514923610024,n,392447,REF1015Mitscherlich,20C
148.052429496,130.135765196,1.0,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.3392000000000013,40.4618,cinnamic acid,O=C(O)C=Cc1ccccc1,1-octanol,CCCCCCCCO,0.44483784080844,-0.3517982759330076,n,392447,REF1021Bio-Loom,Converted from LogP
148.052429496,130.135765196,1.0,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.3392000000000013,40.4618,cinnamic acid,O=C(O)C=Cc1ccccc1,1-octanol,CCCCCCCCO,0.49911626655891,-0.3017982759330066,n,392447,REF1021Bio-Loom,Converted from LogP
148.052429496,130.135765196,1.0,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.3392000000000013,40.4618,cinnamic acid,O=C(O)C=Cc1ccccc1,1-octanol,CCCCCCCCO,0.49911626655891,-0.3017982759330066,n,392447,REF1021Bio-Loom,Converted from LogP
148.052429496,130.135765196,1.0,9.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,2.3392000000000013,40.4618,cinnamic acid,O=C(O)C=Cc1ccccc1,1-octanol,CCCCCCCCO,0.77303956841599,-0.1117982759330076,n,392447,REF1021Bio-Loom,Converted from LogP
148.052429496,74.07316494,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.7787999999999999,21.9938,cinnamic acid,O=C(O)C=Cc1ccccc1,1-butanol,CCCCO,0.9746046144709,-0.0111715366911242,n,392447,REF1022Desai,28C
148.052429496,60.057514876,1.0,4.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3887,17.376800000000003,cinnamic acid,O=C(O)C=Cc1ccccc1,1-propanol,CCCO,1.08290711025757,0.0345912052562321,n,392447,REF1022Desai,28C
148.052429496,58.041864812,0.6666666666666666,4.0,0.6666666666666666,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5952999999999999,16.355,cinnamic acid,O=C(O)C=Cc1ccccc1,acetone,CC(=O)C,1.51418758483007,0.1801796809831521,n,392447,REF1022Desai,28C
148.052429496,78.046950192,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6866,26.442,cinnamic acid,O=C(O)C=Cc1ccccc1,benzene,c1ccccc1,0.33720903599676,-0.4721007963517066,n,392447,REF1022Desai,28C
148.052429496,151.87541072,1.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.5529,26.143,cinnamic acid,O=C(O)C=Cc1ccccc1,carbon tetrachloride,ClC(Cl)(Cl)Cl,0.11160410339318,-0.9523198372241256,n,392447,REF1022Desai,28C
148.052429496,112.00797784,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.34,31.452,cinnamic acid,O=C(O)C=Cc1ccccc1,chlorobenzene,Clc1ccccc1,0.35528942661229,-0.4494177168908158,n,392447,REF1022Desai,28C
148.052429496,117.91438307199999,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.9864,21.347,cinnamic acid,O=C(O)C=Cc1ccccc1,chloroform,C(Cl)(Cl)Cl,0.88245712561313,-0.0543063857270594,n,392447,REF1022Desai,28C
148.052429496,46.041864812,1.0,3.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.0014,12.759800000000002,cinnamic acid,O=C(O)C=Cc1ccccc1,ethanol,CCO,1.21700677141653,0.0852929946480209,n,392447,REF1022Desai,28C
148.052429496,106.07825032,0.25,8.0,0.25,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.30344,35.916,cinnamic acid,O=C(O)C=Cc1ccccc1,m-xylene,Cc1cccc(c1)C,0.23146577577691,-0.635513214106166,n,392447,REF1022Desai,28C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3915,8.1428,cinnamic acid,O=C(O)C=Cc1ccccc1,methanol,CO,1.3955790867463,0.14475445276609,n,392447,REF1022Desai,28C
148.052429496,123.0320284,0.0,9.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.5948,33.0964,cinnamic acid,O=C(O)C=Cc1ccccc1,nitrobenzene,[O-][N+](=O)c1ccccc1,0.48011709769501,-0.3186528278729941,n,392447,REF1022Desai,28C
148.052429496,92.062600256,0.1428571428571428,7.0,0.1428571428571428,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.99502,31.178999999999988,cinnamic acid,O=C(O)C=Cc1ccccc1,toluene,c1ccccc1C,0.27831588461531,-0.55546200601268,n,392447,REF1022Desai,28C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid DONOTUSE,O=C(O)C=Cc1ccccc1,methanol,OC,0.9775,-0.0098832339320955,DONOTUSE,392447,ONSC48-1-,sol not saturated
148.052429496,102.104465068,1.0,7.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.559,31.22779999999998,cinnamic acid DONOTUSE,O=C(O)C=Cc1ccccc1,1-hexanol,OCCCCCC,0.0,-inf,DONOTUSE,392447,ONSC72-33-,23C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid DONOTUSE,O=C(O)C=Cc1ccccc1,methanol,OC,1.203,0.0802656273398447,DONOTUSE,392447,ONSC172-4-,25C - outlier
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3914999999999999,8.142800000000001,cinnamic acid DONOTUSE,O=C(O)C=Cc1ccccc1,methanol,OC,1.64,0.2148438480476978,DONOTUSE,392447,ONSC197-1mL,25C
148.052429496,32.026214748,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3915,8.1428,cinnamic acid DONOTUSE,O=C(O)C=Cc1ccccc1,methanol,CO,1.561,0.1934029030624174,DONOTUSE,392447,ONSC220-1-,20.6C
